    0.69588E-03    0.28815E+04
    0.70993E-03    0.29362E+04
    0.72427E-03    0.29919E+04
    0.73891E-03    0.30486E+04
    0.75383E-03    0.31064E+04
    0.76906E-03    0.31652E+04
    0.78460E-03    0.32251E+04
    0.80045E-03    0.32860E+04
    0.81662E-03    0.33481E+04
    0.83311E-03    0.34112E+04
    0.84994E-03    0.34756E+04
    0.86711E-03    0.35410E+04
    0.88463E-03    0.36077E+04
    0.90250E-03    0.36755E+04
    0.92073E-03    0.37445E+04
    0.93933E-03    0.38148E+04
    0.95831E-03    0.38863E+04
    0.97767E-03    0.39591E+04
    0.99742E-03    0.40331E+04
    0.10176E-02    0.41085E+04
    0.10381E-02    0.41852E+04
    0.10591E-02    0.42632E+04
    0.10805E-02    0.43426E+04
    0.11023E-02    0.44234E+04
    0.11246E-02    0.45055E+04
    0.11473E-02    0.45891E+04
    0.11705E-02    0.46742E+04
    0.11941E-02    0.47606E+04
    0.12182E-02    0.48486E+04
    0.12429E-02    0.49380E+04
    0.12680E-02    0.50290E+04
    0.12936E-02    0.51215E+04
    0.13197E-02    0.52156E+04
    0.13464E-02    0.53112E+04
    0.13736E-02    0.54085E+04
    0.14013E-02    0.55073E+04
    0.14296E-02    0.56078E+04
    0.14585E-02    0.57099E+04
    0.14880E-02    0.58137E+04
    0.15180E-02    0.59192E+04
    0.15487E-02    0.60265E+04
    0.15800E-02    0.61354E+04
    0.16119E-02    0.62461E+04
    0.16445E-02    0.63585E+04
    0.16777E-02    0.64728E+04
    0.17116E-02    0.65888E+04
    0.17462E-02    0.67066E+04
    0.17814E-02    0.68263E+04
    0.18174E-02    0.69478E+04
    0.18541E-02    0.70712E+04
    0.18916E-02    0.71965E+04
    0.19298E-02    0.73237E+04
    0.19688E-02    0.74528E+04
    0.20086E-02    0.75838E+04
    0.20491E-02    0.77168E+04
    0.20905E-02    0.78517E+04
    0.21328E-02    0.79885E+04
    0.21758E-02    0.81274E+04
    0.22198E-02    0.82682E+04
    0.22646E-02    0.84110E+04
    0.23104E-02    0.85559E+04
    0.23571E-02    0.87027E+04
    0.24047E-02    0.88516E+04
    0.24533E-02    0.90025E+04
    0.25028E-02    0.91554E+04
    0.25534E-02    0.93104E+04
    0.26050E-02    0.94674E+04
    0.26576E-02    0.96265E+04
    0.27113E-02    0.97876E+04
    0.27660E-02    0.99507E+04
    0.28219E-02    0.10116E+05
    0.28789E-02    0.10283E+05
    0.29371E-02    0.10452E+05
    0.29964E-02    0.10624E+05
    0.30569E-02    0.10797E+05
    0.31187E-02    0.10972E+05
    0.31817E-02    0.11150E+05
    0.32460E-02    0.11329E+05
    0.33115E-02    0.11510E+05
    0.33784E-02    0.11694E+05
    0.34467E-02    0.11879E+05
    0.35163E-02    0.12066E+05
    0.35874E-02    0.12255E+05
    0.36598E-02    0.12446E+05
    0.37338E-02    0.12639E+05
    0.38092E-02    0.12833E+05
    0.38861E-02    0.13030E+05
    0.39646E-02    0.13228E+05
    0.40447E-02    0.13428E+05
    0.41264E-02    0.13630E+05
    0.42098E-02    0.13833E+05
    0.42948E-02    0.14037E+05
    0.43816E-02    0.14243E+05
    0.44701E-02    0.14450E+05
    0.45604E-02    0.14661E+05
    0.46525E-02    0.14875E+05
    0.47465E-02    0.15090E+05
    0.48424E-02    0.15300E+05
    0.49402E-02    0.15503E+05
    0.50400E-02    0.15700E+05
    0.51419E-02    0.15897E+05
    0.52457E-02    0.16101E+05
    0.53517E-02    0.16314E+05
    0.54598E-02    0.16534E+05
    0.55701E-02    0.16756E+05
    0.56826E-02    0.16976E+05
    0.57974E-02    0.17195E+05
    0.59145E-02    0.17414E+05
    0.60340E-02    0.17633E+05
    0.61559E-02    0.17853E+05
    0.62803E-02    0.18074E+05
    0.64072E-02    0.18294E+05
    0.65366E-02    0.18514E+05
    0.66686E-02    0.18734E+05
    0.68033E-02    0.18953E+05
    0.69408E-02    0.19172E+05
    0.70810E-02    0.19390E+05
    0.72240E-02    0.19607E+05
    0.73700E-02    0.19823E+05
    0.75189E-02    0.20038E+05
    0.76708E-02    0.20251E+05
    0.78257E-02    0.20464E+05
    0.79838E-02    0.20674E+05
    0.81451E-02    0.20882E+05
    0.83096E-02    0.21089E+05
    0.84775E-02    0.21294E+05
    0.86488E-02    0.21496E+05
    0.88235E-02    0.21696E+05
    0.90017E-02    0.21894E+05
    0.91836E-02    0.22088E+05
    0.93691E-02    0.22279E+05
    0.95583E-02    0.22467E+05
    0.97514E-02    0.22651E+05
    0.99484E-02    0.22831E+05
    0.10149E-01    0.23007E+05
    0.10354E-01    0.23177E+05
    0.10564E-01    0.23341E+05
    0.10777E-01    0.23502E+05
    0.10995E-01    0.23658E+05
    0.11217E-01    0.23809E+05
    0.11443E-01    0.23955E+05
    0.11675E-01    0.24096E+05
    0.11910E-01    0.24229E+05
    0.12151E-01    0.24357E+05
    0.12397E-01    0.24478E+05
    0.12647E-01    0.24594E+05
    0.12902E-01    0.24704E+05
    0.13163E-01    0.24806E+05
    0.13429E-01    0.24899E+05
    0.13700E-01    0.24983E+05
    0.13977E-01    0.25059E+05
    0.14259E-01    0.25126E+05
    0.14547E-01    0.25185E+05
    0.14841E-01    0.25234E+05
    0.15141E-01    0.25274E+05
    0.15447E-01    0.25302E+05
    0.15759E-01    0.25320E+05
    0.16077E-01    0.25327E+05
    0.16402E-01    0.25325E+05
    0.16734E-01    0.25314E+05
    0.17072E-01    0.25292E+05
    0.17416E-01    0.25261E+05
    0.17768E-01    0.25219E+05
    0.18127E-01    0.25166E+05
    0.18493E-01    0.25100E+05
    0.18867E-01    0.25023E+05
    0.19248E-01    0.24932E+05
    0.19637E-01    0.24830E+05
    0.20034E-01    0.24716E+05
    0.20438E-01    0.24590E+05
    0.20851E-01    0.24452E+05
    0.21272E-01    0.24302E+05
    0.21702E-01    0.24140E+05
    0.22141E-01    0.23966E+05
    0.22588E-01    0.23781E+05
    0.23044E-01    0.23584E+05
    0.23510E-01    0.23375E+05
    0.23985E-01    0.23156E+05
    0.24469E-01    0.22926E+05
    0.24964E-01    0.22685E+05
    0.25468E-01    0.22434E+05
    0.25982E-01    0.22173E+05
    0.26507E-01    0.21903E+05
    0.27043E-01    0.21624E+05
    0.27589E-01    0.21337E+05
    0.28146E-01    0.21042E+05
    0.28715E-01    0.20740E+05
    0.29295E-01    0.20432E+05
    0.29887E-01    0.20119E+05
    0.30490E-01    0.19800E+05
    0.31106E-01    0.19477E+05
    0.31735E-01    0.19152E+05
    0.32376E-01    0.18823E+05
    0.33030E-01    0.18493E+05
    0.33697E-01    0.18163E+05
    0.34378E-01    0.17833E+05
    0.35072E-01    0.17503E+05
    0.35781E-01    0.17176E+05
    0.36504E-01    0.16852E+05
    0.37241E-01    0.16532E+05
    0.37993E-01    0.16216E+05
    0.38761E-01    0.15905E+05
    0.39544E-01    0.15601E+05
    0.40343E-01    0.15304E+05
    0.41158E-01    0.15015E+05
    0.41989E-01    0.14733E+05
    0.42838E-01    0.14461E+05
    0.43703E-01    0.14197E+05
    0.44586E-01    0.13944E+05
    0.45486E-01    0.13700E+05
    0.46405E-01    0.13466E+05
    0.47343E-01    0.13242E+05
    0.48299E-01    0.13028E+05
    0.49275E-01    0.12823E+05
    0.50270E-01    0.12628E+05
    0.51286E-01    0.12442E+05
    0.52322E-01    0.12264E+05
    0.53379E-01    0.12094E+05
    0.54457E-01    0.11930E+05
    0.55557E-01    0.11771E+05
    0.56680E-01    0.11618E+05
    0.57825E-01    0.11469E+05
    0.58993E-01    0.11319E+05
    0.60184E-01    0.11170E+05
    0.61400E-01    0.11020E+05
    0.62641E-01    0.10867E+05
    0.63906E-01    0.10710E+05
    0.65197E-01    0.10547E+05
    0.66514E-01    0.10377E+05
    0.67858E-01    0.10199E+05
    0.69229E-01    0.10012E+05
    0.70627E-01    0.98144E+04
    0.72054E-01    0.96070E+04
    0.73510E-01    0.93893E+04
    0.74994E-01    0.91615E+04
    0.76509E-01    0.89244E+04
    0.78055E-01    0.86790E+04
    0.79632E-01    0.84268E+04
    0.81241E-01    0.81697E+04
    0.82882E-01    0.79097E+04
    0.84556E-01    0.76492E+04
    0.86264E-01    0.73908E+04
    0.88007E-01    0.71370E+04
    0.89785E-01    0.68905E+04
    0.91598E-01    0.66537E+04
    0.93449E-01    0.64288E+04
    0.95337E-01    0.62178E+04
    0.97263E-01    0.60222E+04
    0.99227E-01    0.58431E+04
    0.10123E+00    0.56809E+04
    0.10328E+00    0.55357E+04
    0.10536E+00    0.54068E+04
    0.10749E+00    0.52930E+04
    0.10966E+00    0.51925E+04
    0.11188E+00    0.51031E+04
    0.11414E+00    0.50220E+04
    0.11644E+00    0.49459E+04
    0.11880E+00    0.48716E+04
    0.12120E+00    0.47955E+04
    0.12365E+00    0.47146E+04
    0.12614E+00    0.46265E+04
    0.12869E+00    0.45289E+04
    0.13129E+00    0.44206E+04
    0.13394E+00    0.43014E+04
    0.13665E+00    0.41723E+04
    0.13941E+00    0.40353E+04
    0.14223E+00    0.38935E+04
    0.14510E+00    0.37503E+04
    0.14803E+00    0.36093E+04
    0.15102E+00    0.34742E+04
    0.15407E+00    0.33485E+04
    0.15718E+00    0.32346E+04
    0.16036E+00    0.31341E+04
    0.16360E+00    0.30474E+04
    0.16690E+00    0.29737E+04
    0.17028E+00    0.29114E+04
    0.17371E+00    0.28578E+04
    0.17722E+00    0.28095E+04
    0.18080E+00    0.27627E+04
    0.18446E+00    0.27138E+04
    0.18818E+00    0.26599E+04
    0.19198E+00    0.25992E+04
    0.19586E+00    0.25308E+04
    0.19982E+00    0.24559E+04
    0.20386E+00    0.23767E+04
    0.20797E+00    0.22963E+04
    0.21218E+00    0.22180E+04
    0.21646E+00    0.21449E+04
    0.22083E+00    0.20795E+04
    0.22530E+00    0.20225E+04
    0.22985E+00    0.19739E+04
    0.23449E+00    0.19320E+04
    0.23923E+00    0.18946E+04
    0.24406E+00    0.18586E+04
    0.24899E+00    0.18216E+04
    0.25402E+00    0.17815E+04
    0.25915E+00    0.17376E+04
    0.26439E+00    0.16906E+04
    0.26973E+00    0.16422E+04
    0.27518E+00    0.15945E+04
    0.28074E+00    0.15497E+04
    0.28641E+00    0.15092E+04
    0.29219E+00    0.14733E+04
    0.29810E+00    0.14414E+04
    0.30412E+00    0.14119E+04
    0.31026E+00    0.13831E+04
    0.31653E+00    0.13535E+04
    0.32292E+00    0.13226E+04
    0.32945E+00    0.12907E+04
    0.33610E+00    0.12585E+04
    0.34289E+00    0.12275E+04
    0.34982E+00    0.11986E+04
    0.35689E+00    0.11720E+04
    0.36409E+00    0.11473E+04
    0.37145E+00    0.11238E+04
    0.37895E+00    0.11006E+04
    0.38661E+00    0.10772E+04
    0.39442E+00    0.10536E+04
    0.40239E+00    0.10303E+04
    0.41052E+00    0.10078E+04
    0.41881E+00    0.98653E+03
    0.42727E+00    0.96639E+03
    0.43590E+00    0.94704E+03
    0.44471E+00    0.92808E+03
    0.45369E+00    0.90930E+03
    0.46286E+00    0.89075E+03
    0.47221E+00    0.87266E+03
    0.48174E+00    0.85520E+03
    0.49148E+00    0.83841E+03
    0.50141E+00    0.82215E+03
    0.51153E+00    0.80626E+03
    0.52187E+00    0.79064E+03
    0.53241E+00    0.77533E+03
    0.54317E+00    0.76042E+03
    0.55414E+00    0.74595E+03
    0.56533E+00    0.73186E+03
    0.57675E+00    0.71809E+03
    0.58840E+00    0.70459E+03
    0.60029E+00    0.69138E+03
    0.61242E+00    0.67847E+03
    0.62479E+00    0.66586E+03
    0.63741E+00    0.65353E+03
    0.65029E+00    0.64144E+03
    0.66342E+00    0.62959E+03
    0.67683E+00    0.61798E+03
    0.69050E+00    0.60660E+03
    0.70445E+00    0.59543E+03
    0.71868E+00    0.58448E+03
    0.73320E+00    0.57372E+03
    0.74801E+00    0.56315E+03
    0.76312E+00    0.55277E+03
    0.77854E+00    0.54256E+03
    0.79426E+00    0.53253E+03
    0.81031E+00    0.52265E+03
    0.82668E+00    0.51294E+03
    0.84338E+00    0.50337E+03
    0.86041E+00    0.49395E+03
    0.87780E+00    0.48466E+03
    0.89553E+00    0.47552E+03
    0.91362E+00    0.46650E+03
    0.93208E+00    0.45761E+03
    0.95091E+00    0.44884E+03
    0.97011E+00    0.44018E+03
    0.98971E+00    0.43165E+03
    0.10097E+01    0.42322E+03
    0.10301E+01    0.41490E+03
    0.10509E+01    0.40668E+03
    0.10721E+01    0.39857E+03
    0.10938E+01    0.39056E+03
    0.11159E+01    0.38264E+03
    0.11384E+01    0.37482E+03
    0.11614E+01    0.36710E+03
    0.11849E+01    0.35946E+03
    0.12088E+01    0.35192E+03
    0.12333E+01    0.34447E+03
    0.12582E+01    0.33710E+03
    0.12836E+01    0.32983E+03
    0.13095E+01    0.32264E+03
    0.13360E+01    0.31553E+03
    0.13630E+01    0.30852E+03
    0.13905E+01    0.30158E+03
    0.14186E+01    0.29474E+03
    0.14472E+01    0.28797E+03
    0.14765E+01    0.28130E+03
    0.15063E+01    0.27471E+03
    0.15367E+01    0.26820E+03
    0.15678E+01    0.26178E+03
    0.15994E+01    0.25544E+03
    0.16318E+01    0.24919E+03
    0.16647E+01    0.24303E+03
    0.16984E+01    0.23695E+03
    0.17327E+01    0.23096E+03
    0.17677E+01    0.22506E+03
    0.18034E+01    0.21925E+03
    0.18398E+01    0.21353E+03
    0.18770E+01    0.20790E+03
    0.19149E+01    0.20236E+03
    0.19536E+01    0.19690E+03
    0.19930E+01    0.19152E+03
    0.20333E+01    0.18626E+03
